,nom_commune,dummy,cat_commune
859,95Montsoult,1,0
860,95Mours,1,1
861,95Mériel,1,1
862,95Méry-sur-Oise,1,1
863,95Nesles-la-Vallée,1,1
864,95Neuilly-en-Vexin,1,2
865,95Neuville-sur-Oise,1,1
866,95Nointel,1,1
867,95Noisy-sur-Oise,1,0
868,95Nucourt,1,1
869,95Osny,1,2
870,95Parmain,1,1
871,95Persan,1,1
872,95Pierrelaye,1,1
873,95Piscop,1,0
874,95Pontoise,1,1
875,95Presles,1,1
876,95Puiseux-Pontoise,1,1
877,95Puiseux-en-France,1,1
878,95Roissy-en-France,1,1
879,95Sagy,1,1
880,95Saint-Brice-sous-Forêt,1,1
881,95Saint-Clair-sur-Epte,1,0
882,95Saint-Gratien,1,1
883,95Saint-Leu-la-Forêt,1,1
884,95Saint-Martin-du-Tertre,1,1
885,95Saint-Ouen-l'Aumône,1,1
886,95Saint-Prix,1,1
887,95Saint-Witz,1,1
888,95Sannois,1,1
889,95Santeuil,1,1
890,95Sarcelles,1,1
891,95Seraincourt,1,1
892,95Seugy,1,1
893,95Soisy-sous-Montmorency,1,1
894,95Survilliers,1,1
895,95Taverny,1,1
896,95Us,1,0
897,95Vallangoujard,1,1
898,95Valmondois,1,1
899,95Vauréal,1,1
900,95Viarmes,1,1
901,95Vienne-en-Arthies,1,1
902,95Vigny,1,0
903,95Villaines-sous-Bois,1,1
904,95Villeron,1,1
905,95Villiers-Adam,1,1
906,95Villiers-le-Bel,1,1
907,95Villiers-le-Sec,1,0
908,95Vémars,1,1
909,95Vétheuil,1,1
910,95Écouen,1,1
911,95Éragny,1,1
912,95Ézanville,1,1
